fromName,toName,value
Madhur__Kasaragod,Pullur-Periya__Kasaragod,20632
Madhur__Kasaragod,Puthige__Kasaragod,8317
Madhur__Kasaragod,Thrikkarippur__Kasaragod,49527
Madhur__Kasaragod,Uduma__Kasaragod,12338
Madhur__Kasaragod,Valiyaparampa__Kasaragod,47629
Madhur__Kasaragod,Vorkady__Kasaragod,24279
Madhur__Kasaragod,West Eleri__Kasaragod,42036
Madikai__Kasaragod,Ajanur__Kasaragod,8861
Madikai__Kasaragod,Badiyaduka__Kasaragod,32061
Madikai__Kasaragod,Balal__Kasaragod,20515
Madikai__Kasaragod,Bedadka__Kasaragod,15701
Madikai__Kasaragod,Beloor__Kasaragod,31888
Madikai__Kasaragod,Chemmanad__Kasaragod,21896
Madikai__Kasaragod,Chengala__Kasaragod,25748
Madikai__Kasaragod,Cheruvathur__Kasaragod,10679
Madikai__Kasaragod,Delampadi__Kasaragod,27764
Madikai__Kasaragod,East Eleri__Kasaragod,23832
Madikai__Kasaragod,Enmakaje__Kasaragod,37268
Madikai__Kasaragod,Kallar__Kasaragod,16881
Madikai__Kasaragod,Kanjangad(M)__Kasaragod,5726
Madikai__Kasaragod,Karaduka__Kasaragod,26620
Madikai__Kasaragod,Kasaragod(M)__Kasaragod,26720
Madikai__Kasaragod,Kayyur-Chimeni__Kasaragod,10860
Madikai__Kasaragod,Kinanur-Karindalam__Kasaragod,9453
Madikai__Kasaragod,Kodom-Belur__Kasaragod,7692
Madikai__Kasaragod,Kumbadaje__Kasaragod,29580
Madikai__Kasaragod,Kumbala__Kasaragod,38188
Madikai__Kasaragod,Kuttikol__Kasaragod,21831
Madikai__Kasaragod,Madhur__Kasaragod,30177
Madikai__Kasaragod,Madikai__Kasaragod,0
Madikai__Kasaragod,Mangalpady__Kasaragod,44488
Madikai__Kasaragod,Manjeswaram__Kasaragod,53831
Madikai__Kasaragod,Meencha__Kasaragod,49180
Madikai__Kasaragod,Mogral-Puthur__Kasaragod,32107
Madikai__Kasaragod,Muliyar__Kasaragod,21407
Madikai__Kasaragod,Nileswaram(M)__Kasaragod,7261
Madikai__Kasaragod,Padanna__Kasaragod,15842
Madikai__Kasaragod,Paivalike__Kasaragod,44208
Madikai__Kasaragod,Pallikkara__Kasaragod,14679
Madikai__Kasaragod,Pananthadi__Kasaragod,26141
Madikai__Kasaragod,Pilicode__Kasaragod,13009
Madikai__Kasaragod,Pullur-Periya__Kasaragod,9753
Madikai__Kasaragod,Puthige__Kasaragod,36941
Madikai__Kasaragod,Thrikkarippur__Kasaragod,20502
Madikai__Kasaragod,Uduma__Kasaragod,18811
Madikai__Kasaragod,Valiyaparampa__Kasaragod,19451
Madikai__Kasaragod,Vorkady__Kasaragod,53650
Madikai__Kasaragod,West Eleri__Kasaragod,17809
Mangalpady__Kasaragod,Ajanur__Kasaragod,36984
Mangalpady__Kasaragod,Badiyaduka__Kasaragod,15200
Mangalpady__Kasaragod,Balal__Kasaragod,52478
Mangalpady__Kasaragod,Bedadka__Kasaragod,32274
Mangalpady__Kasaragod,Beloor__Kasaragod,26880
Mangalpady__Kasaragod,Chemmanad__Kasaragod,22706
Mangalpady__Kasaragod,Chengala__Kasaragod,19785
Mangalpady__Kasaragod,Cheruvathur__Kasaragod,53421
Mangalpady__Kasaragod,Delampadi__Kasaragod,35504
Mangalpady__Kasaragod,East Eleri__Kasaragod,61222
Mangalpady__Kasaragod,Enmakaje__Kasaragod,18297
Mangalpady__Kasaragod,Kallar__Kasaragod,43142
Mangalpady__Kasaragod,Kanjangad(M)__Kasaragod,44206
Mangalpady__Kasaragod,Karaduka__Kasaragod,27801
Mangalpady__Kasaragod,Kasaragod(M)__Kasaragod,18425
Mangalpady__Kasaragod,Kayyur-Chimeni__Kasaragod,55084
Mangalpady__Kasaragod,Kinanur-Karindalam__Kasaragod,50255
Mangalpady__Kasaragod,Kodom-Belur__Kasaragod,42026
Mangalpady__Kasaragod,Kumbadaje__Kasaragod,22293
Mangalpady__Kasaragod,Kumbala__Kasaragod,6319
Mangalpady__Kasaragod,Kuttikol__Kasaragod,38725
Mangalpady__Kasaragod,Madhur__Kasaragod,14312
Mangalpady__Kasaragod,Madikai__Kasaragod,44488
Mangalpady__Kasaragod,Mangalpady__Kasaragod,0
Mangalpady__Kasaragod,Manjeswaram__Kasaragod,9367
Mangalpady__Kasaragod,Meencha__Kasaragod,6087
Mangalpady__Kasaragod,Mogral-Puthur__Kasaragod,13016
Mangalpady__Kasaragod,Muliyar__Kasaragod,26129
Mangalpady__Kasaragod,Nileswaram(M)__Kasaragod,49945
Mangalpady__Kasaragod,Padanna__Kasaragod,58610
Mangalpady__Kasaragod,Paivalike__Kasaragod,8211
Mangalpady__Kasaragod,Pallikkara__Kasaragod,30140
Mangalpady__Kasaragod,Pananthadi__Kasaragod,49590
Mangalpady__Kasaragod,Pilicode__Kasaragod,57052
Mangalpady__Kasaragod,Pullur-Periya__Kasaragod,34908
Mangalpady__Kasaragod,Puthige__Kasaragod,9467
Mangalpady__Kasaragod,Thrikkarippur__Kasaragod,63692
Mangalpady__Kasaragod,Uduma__Kasaragod,26356
Mangalpady__Kasaragod,Valiyaparampa__Kasaragod,61688
Mangalpady__Kasaragod,Vorkady__Kasaragod,11740
Mangalpady__Kasaragod,West Eleri__Kasaragod,55550
Manjeswaram__Kasaragod,Ajanur__Kasaragod,46345
Manjeswaram__Kasaragod,Badiyaduka__Kasaragod,23583
Manjeswaram__Kasaragod,Balal__Kasaragod,60971
Manjeswaram__Kasaragod,Bedadka__Kasaragod,41225
Manjeswaram__Kasaragod,Beloor__Kasaragod,33705
Manjeswaram__Kasaragod,Chemmanad__Kasaragod,32072
Manjeswaram__Kasaragod,Chengala__Kasaragod,28820
Manjeswaram__Kasaragod,Cheruvathur__Kasaragod,62781
Manjeswaram__Kasaragod,Delampadi__Kasaragod,42826
Manjeswaram__Kasaragod,East Eleri__Kasaragod,69929
Manjeswaram__Kasaragod,Enmakaje__Kasaragod,24386
Manjeswaram__Kasaragod,Kallar__Kasaragod,51686
Manjeswaram__Kasaragod,Kanjangad(M)__Kasaragod,53563
Manjeswaram__Kasaragod,Karaduka__Kasaragod,35590
Manjeswaram__Kasaragod,Kasaragod(M)__Kasaragod,27741
Manjeswaram__Kasaragod,Kayyur-Chimeni__Kasaragod,64386
Manjeswaram__Kasaragod,Kinanur-Karindalam__Kasaragod,59401
Manjeswaram__Kasaragod,Kodom-Belur__Kasaragod,51160
Manjeswaram__Kasaragod,Kumbadaje__Kasaragod,30026
Manjeswaram__Kasaragod,Kumbala__Kasaragod,15685
Manjeswaram__Kasaragod,Kuttikol__Kasaragod,46795
Manjeswaram__Kasaragod,Madhur__Kasaragod,23665
Manjeswaram__Kasaragod,Madikai__Kasaragod,53831
Manjeswaram__Kasaragod,Mangalpady__Kasaragod,9367
Manjeswaram__Kasaragod,Manjeswaram__Kasaragod,0
Manjeswaram__Kasaragod,Meencha__Kasaragod,5862
Manjeswaram__Kasaragod,Mogral-Puthur__Kasaragod,22288
Manjeswaram__Kasaragod,Muliyar__Kasaragod,34940
Manjeswaram__Kasaragod,Nileswaram(M)__Kasaragod,59309
Manjeswaram__Kasaragod,Padanna__Kasaragod,67960
Manjeswaram__Kasaragod,Paivalike__Kasaragod,12752
Manjeswaram__Kasaragod,Pallikkara__Kasaragod,39507
Manjeswaram__Kasaragod,Pananthadi__Kasaragod,57419
Manjeswaram__Kasaragod,Pilicode__Kasaragod,66418
Manjeswaram__Kasaragod,Pullur-Periya__Kasaragod,44217
Manjeswaram__Kasaragod,Puthige__Kasaragod,17820
Manjeswaram__Kasaragod,Thrikkarippur__Kasaragod,73045
Manjeswaram__Kasaragod,Uduma__Kasaragod,35706
Manjeswaram__Kasaragod,Valiyaparampa__Kasaragod,71017
Manjeswaram__Kasaragod,Vorkady__Kasaragod,7351
Manjeswaram__Kasaragod,West Eleri__Kasaragod,64402
Meencha__Kasaragod,Ajanur__Kasaragod,42096
Meencha__Kasaragod,Badiyaduka__Kasaragod,18116
Meencha__Kasaragod,Balal__Kasaragod,55366
Meencha__Kasaragod,Bedadka__Kasaragod,35956
Meencha__Kasaragod,Beloor__Kasaragod,27847
Meencha__Kasaragod,Chemmanad__Kasaragod,27757
Meencha__Kasaragod,Chengala__Kasaragod,23727
Meencha__Kasaragod,Cheruvathur__Kasaragod,58504
Meencha__Kasaragod,Delampadi__Kasaragod,36988
Meencha__Kasaragod,East Eleri__Kasaragod,64418
Meencha__Kasaragod,Enmakaje__Kasaragod,18526
Meencha__Kasaragod,Kallar__Kasaragod,46122
Meencha__Kasaragod,Kanjangad(M)__Kasaragod,49337
Meencha__Kasaragod,Karaduka__Kasaragod,29834
Meencha__Kasaragod,Kasaragod(M)__Kasaragod,23882
Meencha__Kasaragod,Kayyur-Chimeni__Kasaragod,59559
Meencha__Kasaragod,Kinanur-Karindalam__Kasaragod,54285
Meencha__Kasaragod,Kodom-Belur__Kasaragod,46049
Meencha__Kasaragod,Kumbadaje__Kasaragod,24282
Meencha__Kasaragod,Kumbala__Kasaragod,11732
Meencha__Kasaragod,Kuttikol__Kasaragod,41074
Meencha__Kasaragod,Madhur__Kasaragod,19296
Meencha__Kasaragod,Madikai__Kasaragod,49180
Meencha__Kasaragod,Mangalpady__Kasaragod,6087
Meencha__Kasaragod,Manjeswaram__Kasaragod,5862
Meencha__Kasaragod,Meencha__Kasaragod,0
Meencha__Kasaragod,Mogral-Puthur__Kasaragod,18651
Meencha__Kasaragod,Muliyar__Kasaragod,29597
Meencha__Kasaragod,Nileswaram(M)__Kasaragod,54975
Meencha__Kasaragod,Padanna__Kasaragod,63750
Meencha__Kasaragod,Paivalike__Kasaragod,6891
Meencha__Kasaragod,Pallikkara__Kasaragod,35184
Meencha__Kasaragod,Pananthadi__Kasaragod,51631
Meencha__Kasaragod,Pilicode__Kasaragod,61952
Meencha__Kasaragod,Pullur-Periya__Kasaragod,39470
Meencha__Kasaragod,Puthige__Kasaragod,12487
Meencha__Kasaragod,Thrikkarippur__Kasaragod,68807
Meencha__Kasaragod,Uduma__Kasaragod,31604
Meencha__Kasaragod,Valiyaparampa__Kasaragod,66924
Meencha__Kasaragod,Vorkady__Kasaragod,5656
Meencha__Kasaragod,West Eleri__Kasaragod,58990
Mogral-Puthur__Kasaragod,Ajanur__Kasaragod,24188
Mogral-Puthur__Kasaragod,Badiyaduka__Kasaragod,10809
Mogral-Puthur__Kasaragod,Balal__Kasaragod,42928
Mogral-Puthur__Kasaragod,Bedadka__Kasaragod,22009
Mogral-Puthur__Kasaragod,Beloor__Kasaragod,23369
Mogral-Puthur__Kasaragod,Chemmanad__Kasaragod,10250
Mogral-Puthur__Kasaragod,Chengala__Kasaragod,10554
Mogral-Puthur__Kasaragod,Cheruvathur__Kasaragod,40585
Mogral-Puthur__Kasaragod,Delampadi__Kasaragod,29726
Mogral-Puthur__Kasaragod,East Eleri__Kasaragod,50935
Mogral-Puthur__Kasaragod,Enmakaje__Kasaragod,18588
Mogral-Puthur__Kasaragod,Kallar__Kasaragod,33726
Mogral-Puthur__Kasaragod,Kanjangad(M)__Kasaragod,31359
Mogral-Puthur__Kasaragod,Karaduka__Kasaragod,21725
Mogral-Puthur__Kasaragod,Kasaragod(M)__Kasaragod,5485
Mogral-Puthur__Kasaragod,Kayyur-Chimeni__Kasaragod,42887
Mogral-Puthur__Kasaragod,Kinanur-Karindalam__Kasaragod,38759
Mogral-Puthur__Kasaragod,Kodom-Belur__Kasaragod,30704
Mogral-Puthur__Kasaragod,Kumbadaje__Kasaragod,17432
Mogral-Puthur__Kasaragod,Kumbala__Kasaragod,6923
Mogral-Puthur__Kasaragod,Kuttikol__Kasaragod,30834
Mogral-Puthur__Kasaragod,Madhur__Kasaragod,3722
Mogral-Puthur__Kasaragod,Madikai__Kasaragod,32107
Mogral-Puthur__Kasaragod,Mangalpady__Kasaragod,13016
Mogral-Puthur__Kasaragod,Manjeswaram__Kasaragod,22288
Mogral-Puthur__Kasaragod,Meencha__Kasaragod,18651
Mogral-Puthur__Kasaragod,Mogral-Puthur__Kasaragod,0
Mogral-Puthur__Kasaragod,Muliyar__Kasaragod,16929
Mogral-Puthur__Kasaragod,Nileswaram(M)__Kasaragod,37162
Mogral-Puthur__Kasaragod,Padanna__Kasaragod,45722
Mogral-Puthur__Kasaragod,Paivalike__Kasaragod,16317
Mogral-Puthur__Kasaragod,Pallikkara__Kasaragod,17491
Mogral-Puthur__Kasaragod,Pananthadi__Kasaragod,41780
Mogral-Puthur__Kasaragod,Pilicode__Kasaragod,44364
Mogral-Puthur__Kasaragod,Pullur-Periya__Kasaragod,22867
Mogral-Puthur__Kasaragod,Puthige__Kasaragod,9776
Mogral-Puthur__Kasaragod,Thrikkarippur__Kasaragod,50813
Mogral-Puthur__Kasaragod,Uduma__Kasaragod,13519
Mogral-Puthur__Kasaragod,Valiyaparampa__Kasaragod,48740
Mogral-Puthur__Kasaragod,Vorkady__Kasaragod,24020
Mogral-Puthur__Kasaragod,West Eleri__Kasaragod,44941
Muliyar__Kasaragod,Ajanur__Kasaragod,17388
Muliyar__Kasaragod,Badiyaduka__Kasaragod,11517
Muliyar__Kasaragod,Balal__Kasaragod,26474
Muliyar__Kasaragod,Bedadka__Kasaragod,6413
Muliyar__Kasaragod,Beloor__Kasaragod,12230
Muliyar__Kasaragod,Chemmanad__Kasaragod,10139
Muliyar__Kasaragod,Chengala__Kasaragod,6593
Muliyar__Kasaragod,Cheruvathur__Kasaragod,31875
Muliyar__Kasaragod,Delampadi__Kasaragod,14141
Muliyar__Kasaragod,East Eleri__Kasaragod,35093
Muliyar__Kasaragod,Enmakaje__Kasaragod,15868
Muliyar__Kasaragod,Kallar__Kasaragod,17140
Muliyar__Kasaragod,Kanjangad(M)__Kasaragod,23668
Muliyar__Kasaragod,Karaduka__Kasaragod,7558
Muliyar__Kasaragod,Kasaragod(M)__Kasaragod,13839
Muliyar__Kasaragod,Kayyur-Chimeni__Kasaragod,30780
Muliyar__Kasaragod,Kinanur-Karindalam__Kasaragod,24861
Muliyar__Kasaragod,Kodom-Belur__Kasaragod,16710
Muliyar__Kasaragod,Kumbadaje__Kasaragod,8318
Muliyar__Kasaragod,Kumbala__Kasaragod,20444
Muliyar__Kasaragod,Kuttikol__Kasaragod,13948
Muliyar__Kasaragod,Madhur__Kasaragod,13441
Muliyar__Kasaragod,Madikai__Kasaragod,21407
Muliyar__Kasaragod,Mangalpady__Kasaragod,26129
Muliyar__Kasaragod,Manjeswaram__Kasaragod,34940
Muliyar__Kasaragod,Meencha__Kasaragod,29597
Muliyar__Kasaragod,Mogral-Puthur__Kasaragod,16929
Muliyar__Kasaragod,Muliyar__Kasaragod,0
Muliyar__Kasaragod,Nileswaram(M)__Kasaragod,28292
Muliyar__Kasaragod,Padanna__Kasaragod,37152
Muliyar__Kasaragod,Paivalike__Kasaragod,23731
Muliyar__Kasaragod,Pallikkara__Kasaragod,12084
Muliyar__Kasaragod,Pananthadi__Kasaragod,24856
Muliyar__Kasaragod,Pilicode__Kasaragod,34374
Muliyar__Kasaragod,Pullur-Periya__Kasaragod,12127
Muliyar__Kasaragod,Puthige__Kasaragod,17141
Muliyar__Kasaragod,Thrikkarippur__Kasaragod,41904
Muliyar__Kasaragod,Uduma__Kasaragod,12239
Muliyar__Kasaragod,Valiyaparampa__Kasaragod,40692
Muliyar__Kasaragod,Vorkady__Kasaragod,33323
Muliyar__Kasaragod,West Eleri__Kasaragod,29466
Nileswaram(M)__Kasaragod,Ajanur__Kasaragod,12976
Nileswaram(M)__Kasaragod,Badiyaduka__Kasaragod,38468
Nileswaram(M)__Kasaragod,Balal__Kasaragod,25224
Nileswaram(M)__Kasaragod,Bedadka__Kasaragod,22849
Nileswaram(M)__Kasaragod,Beloor__Kasaragod,39097
Nileswaram(M)__Kasaragod,Chemmanad__Kasaragod,27259
Nileswaram(M)__Kasaragod,Chengala__Kasaragod,32052
Nileswaram(M)__Kasaragod,Cheruvathur__Kasaragod,3605
Nileswaram(M)__Kasaragod,Delampadi__Kasaragod,34959
Nileswaram(M)__Kasaragod,East Eleri__Kasaragod,26067
Nileswaram(M)__Kasaragod,Enmakaje__Kasaragod,44144
Nileswaram(M)__Kasaragod,Kallar__Kasaragod,23444
Nileswaram(M)__Kasaragod,Kanjangad(M)__Kasaragod,5881
Nileswaram(M)__Kasaragod,Karaduka__Kasaragod,33822
Nileswaram(M)__Kasaragod,Kasaragod(M)__Kasaragod,31678
Nileswaram(M)__Kasaragod,Kayyur-Chimeni__Kasaragod,9385
Nileswaram(M)__Kasaragod,Kinanur-Karindalam__Kasaragod,13005
Nileswaram(M)__Kasaragod,Kodom-Belur__Kasaragod,14671
Nileswaram(M)__Kasaragod,Kumbadaje__Kasaragod,36558
Nileswaram(M)__Kasaragod,Kumbala__Kasaragod,43629
Nileswaram(M)__Kasaragod,Kuttikol__Kasaragod,28873
Nileswaram(M)__Kasaragod,Madhur__Kasaragod,35720
Nileswaram(M)__Kasaragod,Madikai__Kasaragod,7261
Nileswaram(M)__Kasaragod,Mangalpady__Kasaragod,49945
Nileswaram(M)__Kasaragod,Manjeswaram__Kasaragod,59309
Nileswaram(M)__Kasaragod,Meencha__Kasaragod,54975
Nileswaram(M)__Kasaragod,Mogral-Puthur__Kasaragod,37162
Nileswaram(M)__Kasaragod,Muliyar__Kasaragod,28292
Nileswaram(M)__Kasaragod,Nileswaram(M)__Kasaragod,0
Nileswaram(M)__Kasaragod,Padanna__Kasaragod,8919
Nileswaram(M)__Kasaragod,Paivalike__Kasaragod,50412
Nileswaram(M)__Kasaragod,Pallikkara__Kasaragod,19815
Nileswaram(M)__Kasaragod,Pananthadi__Kasaragod,31998
Nileswaram(M)__Kasaragod,Pilicode__Kasaragod,7345
Nileswaram(M)__Kasaragod,Pullur-Periya__Kasaragod,16256
Nileswaram(M)__Kasaragod,Puthige__Kasaragod,43015
Nileswaram(M)__Kasaragod,Thrikkarippur__Kasaragod,13875
Nileswaram(M)__Kasaragod,Uduma__Kasaragod,23645
Nileswaram(M)__Kasaragod,Valiyaparampa__Kasaragod,12404
Nileswaram(M)__Kasaragod,Vorkady__Kasaragod,59699
Nileswaram(M)__Kasaragod,West Eleri__Kasaragod,20836
Padanna__Kasaragod,Ajanur__Kasaragod,21656
Padanna__Kasaragod,Badiyaduka__Kasaragod,47383
Padanna__Kasaragod,Balal__Kasaragod,29917
Padanna__Kasaragod,Bedadka__Kasaragod,31543
Padanna__Kasaragod,Beloor__Kasaragod,47681
Padanna__Kasaragod,Chemmanad__Kasaragod,35996
Padanna__Kasaragod,Chengala__Kasaragod,40964
Padanna__Kasaragod,Cheruvathur__Kasaragod,5315
Padanna__Kasaragod,Delampadi__Kasaragod,42888
Padanna__Kasaragod,East Eleri__Kasaragod,27863
Padanna__Kasaragod,Enmakaje__Kasaragod,53017
Padanna__Kasaragod,Kallar__Kasaragod,30430
Padanna__Kasaragod,Kanjangad(M)__Kasaragod,14416
Padanna__Kasaragod,Karaduka__Kasaragod,42428
Padanna__Kasaragod,Kasaragod(M)__Kasaragod,40242
Padanna__Kasaragod,Kayyur-Chimeni__Kasaragod,11283
Padanna__Kasaragod,Kinanur-Karindalam__Kasaragod,18213
Padanna__Kasaragod,Kodom-Belur__Kasaragod,22562
Padanna__Kasaragod,Kumbadaje__Kasaragod,45385
Padanna__Kasaragod,Kumbala__Kasaragod,52308
Padanna__Kasaragod,Kuttikol__Kasaragod,36483
Padanna__Kasaragod,Madhur__Kasaragod,44463
Padanna__Kasaragod,Madikai__Kasaragod,15842
Padanna__Kasaragod,Mangalpady__Kasaragod,58610
Padanna__Kasaragod,Manjeswaram__Kasaragod,67960
Padanna__Kasaragod,Meencha__Kasaragod,63750
Padanna__Kasaragod,Mogral-Puthur__Kasaragod,45722
Padanna__Kasaragod,Muliyar__Kasaragod,37152
Padanna__Kasaragod,Nileswaram(M)__Kasaragod,8919
Padanna__Kasaragod,Padanna__Kasaragod,0
Padanna__Kasaragod,Paivalike__Kasaragod,59297
Padanna__Kasaragod,Pallikkara__Kasaragod,28567
Padanna__Kasaragod,Pananthadi__Kasaragod,37742
Padanna__Kasaragod,Pilicode__Kasaragod,4540
Padanna__Kasaragod,Pullur-Periya__Kasaragod,25164
Padanna__Kasaragod,Puthige__Kasaragod,51881
Padanna__Kasaragod,Thrikkarippur__Kasaragod,5094
Padanna__Kasaragod,Uduma__Kasaragod,32255
Padanna__Kasaragod,Valiyaparampa__Kasaragod,3658
Padanna__Kasaragod,Vorkady__Kasaragod,68542
Padanna__Kasaragod,West Eleri__Kasaragod,24118
Paivalike__Kasaragod,Ajanur__Kasaragod,37801
Paivalike__Kasaragod,Badiyaduka__Kasaragod,12276
Paivalike__Kasaragod,Balal__Kasaragod,48919
Paivalike__Kasaragod,Bedadka__Kasaragod,30144
Paivalike__Kasaragod,Beloor__Kasaragod,20974
Paivalike__Kasaragod,Chemmanad__Kasaragod,23705
Paivalike__Kasaragod,Chengala__Kasaragod,18461
Paivalike__Kasaragod,Cheruvathur__Kasaragod,53996
Paivalike__Kasaragod,Delampadi__Kasaragod,30159
Paivalike__Kasaragod,East Eleri__Kasaragod,58097
Paivalike__Kasaragod,Enmakaje__Kasaragod,11635
Paivalike__Kasaragod,Kallar__Kasaragod,39760
Paivalike__Kasaragod,Kanjangad(M)__Kasaragod,44982
Paivalike__Kasaragod,Karaduka__Kasaragod,23183
Paivalike__Kasaragod,Kasaragod(M)__Kasaragod,20756
Paivalike__Kasaragod,Kayyur-Chimeni__Kasaragod,54261
Paivalike__Kasaragod,Kinanur-Karindalam__Kasaragod,48588
Paivalike__Kasaragod,Kodom-Belur__Kasaragod,40407
Paivalike__Kasaragod,Kumbadaje__Kasaragod,17684
Paivalike__Kasaragod,Kumbala__Kasaragod,10079
Paivalike__Kasaragod,Kuttikol__Kasaragod,34461
Paivalike__Kasaragod,Madhur__Kasaragod,15637
Paivalike__Kasaragod,Madikai__Kasaragod,44208
Paivalike__Kasaragod,Mangalpady__Kasaragod,8211
Paivalike__Kasaragod,Manjeswaram__Kasaragod,12752
Paivalike__Kasaragod,Meencha__Kasaragod,6891
Paivalike__Kasaragod,Mogral-Puthur__Kasaragod,16317
Paivalike__Kasaragod,Muliyar__Kasaragod,23731
Paivalike__Kasaragod,Nileswaram(M)__Kasaragod,50412
Paivalike__Kasaragod,Padanna__Kasaragod,59297
Paivalike__Kasaragod,Paivalike__Kasaragod,0
Paivalike__Kasaragod,Pallikkara__Kasaragod,30905
Paivalike__Kasaragod,Pananthadi__Kasaragod,44887
Paivalike__Kasaragod,Pilicode__Kasaragod,57153
Paivalike__Kasaragod,Pullur-Periya__Kasaragod,34457
Paivalike__Kasaragod,Puthige__Kasaragod,7483
Paivalike__Kasaragod,Thrikkarippur__Kasaragod,64287
Paivalike__Kasaragod,Uduma__Kasaragod,27759
Paivalike__Kasaragod,Valiyaparampa__Kasaragod,62613
Paivalike__Kasaragod,Vorkady__Kasaragod,9593
Paivalike__Kasaragod,West Eleri__Kasaragod,52831
Pallikkara__Kasaragod,Ajanur__Kasaragod,6924
Pallikkara__Kasaragod,Badiyaduka__Kasaragod,19467
Pallikkara__Kasaragod,Balal__Kasaragod,29224
Pallikkara__Kasaragod,Bedadka__Kasaragod,10943
Pallikkara__Kasaragod,Beloor__Kasaragod,24308
Pallikkara__Kasaragod,Chemmanad__Kasaragod,7444
Pallikkara__Kasaragod,Chengala__Kasaragod,13099
Pallikkara__Kasaragod,Cheruvathur__Kasaragod,23324
Pallikkara__Kasaragod,Delampadi__Kasaragod,24805
Pallikkara__Kasaragod,East Eleri__Kasaragod,35691
Pallikkara__Kasaragod,Enmakaje__Kasaragod,26373
Pallikkara__Kasaragod,Kallar__Kasaragod,21271
Pallikkara__Kasaragod,Kanjangad(M)__Kasaragod,14159
Pallikkara__Kasaragod,Karaduka__Kasaragod,19540
Pallikkara__Kasaragod,Kasaragod(M)__Kasaragod,12058
Pallikkara__Kasaragod,Kayyur-Chimeni__Kasaragod,25523
Pallikkara__Kasaragod,Kinanur-Karindalam__Kasaragod,22222
Pallikkara__Kasaragod,Kodom-Belur__Kasaragod,14906
Pallikkara__Kasaragod,Kumbadaje__Kasaragod,19789
Pallikkara__Kasaragod,Kumbala__Kasaragod,23822
Pallikkara__Kasaragod,Kuttikol__Kasaragod,21870
Pallikkara__Kasaragod,Madhur__Kasaragod,15907
Pallikkara__Kasaragod,Madikai__Kasaragod,14679
Pallikkara__Kasaragod,Mangalpady__Kasaragod,30140
Pallikkara__Kasaragod,Manjeswaram__Kasaragod,39507
Pallikkara__Kasaragod,Meencha__Kasaragod,35184
Pallikkara__Kasaragod,Mogral-Puthur__Kasaragod,17491
Pallikkara__Kasaragod,Muliyar__Kasaragod,12084
Pallikkara__Kasaragod,Nileswaram(M)__Kasaragod,19815
Pallikkara__Kasaragod,Padanna__Kasaragod,28567
Pallikkara__Kasaragod,Paivalike__Kasaragod,30905
Pallikkara__Kasaragod,Pallikkara__Kasaragod,0
Pallikkara__Kasaragod,Pananthadi__Kasaragod,31074
Pallikkara__Kasaragod,Pilicode__Kasaragod,26922
Pallikkara__Kasaragod,Pullur-Periya__Kasaragod,6387
Pallikkara__Kasaragod,Puthige__Kasaragod,23435
Pallikkara__Kasaragod,Thrikkarippur__Kasaragod,33624
Pallikkara__Kasaragod,Uduma__Kasaragod,4164
Pallikkara__Kasaragod,Valiyaparampa__Kasaragod,31779
Pallikkara__Kasaragod,Vorkady__Kasaragod,40014
Pallikkara__Kasaragod,West Eleri__Kasaragod,29461
Pananthadi__Kasaragod,Ajanur__Kasaragod,30818
Pananthadi__Kasaragod,Badiyaduka__Kasaragod,34413
Pananthadi__Kasaragod,Balal__Kasaragod,8615
Pananthadi__Kasaragod,Bedadka__Kasaragod,20859
Pananthadi__Kasaragod,Beloor__Kasaragod,24285
Pananthadi__Kasaragod,Chemmanad__Kasaragod,33849
Pananthadi__Kasaragod,Chengala__Kasaragod,31311
Pananthadi__Kasaragod,Cheruvathur__Kasaragod,34203
Pananthadi__Kasaragod,Delampadi__Kasaragod,14969
Pananthadi__Kasaragod,East Eleri__Kasaragod,17031
Pananthadi__Kasaragod,Enmakaje__Kasaragod,33649
Pananthadi__Kasaragod,Kallar__Kasaragod,10032
Pananthadi__Kasaragod,Kanjangad(M)__Kasaragod,31773
Pananthadi__Kasaragod,Karaduka__Kasaragod,21855
Pananthadi__Kasaragod,Kasaragod(M)__Kasaragod,38373
Pananthadi__Kasaragod,Kayyur-Chimeni__Kasaragod,26670
Pananthadi__Kasaragod,Kinanur-Karindalam__Kasaragod,19567
Pananthadi__Kasaragod,Kodom-Belur__Kasaragod,19000
Pananthadi__Kasaragod,Kumbadaje__Kasaragod,27421
Pananthadi__Kasaragod,Kumbala__Kasaragod,44615
Pananthadi__Kasaragod,Kuttikol__Kasaragod,11005
Pananthadi__Kasaragod,Madhur__Kasaragod,38240
Pananthadi__Kasaragod,Madikai__Kasaragod,26141
Pananthadi__Kasaragod,Mangalpady__Kasaragod,49590
Pananthadi__Kasaragod,Manjeswaram__Kasaragod,57419
Pananthadi__Kasaragod,Meencha__Kasaragod,51631
Pananthadi__Kasaragod,Mogral-Puthur__Kasaragod,41780
Pananthadi__Kasaragod,Muliyar__Kasaragod,24856
Pananthadi__Kasaragod,Nileswaram(M)__Kasaragod,31998
Pananthadi__Kasaragod,Padanna__Kasaragod,37742
Pananthadi__Kasaragod,Paivalike__Kasaragod,44887
Pananthadi__Kasaragod,Pallikkara__Kasaragod,31074
Pananthadi__Kasaragod,Pananthadi__Kasaragod,0
Pananthadi__Kasaragod,Pilicode__Kasaragod,33291
Pananthadi__Kasaragod,Pullur-Periya__Kasaragod,25498
